Gear Box,Length,Width,modelYear,Height,Kerb Weight,No of Cylinder,km,transmission,Registration Year,Wheel Base,Engine Displacement,model,Mileage,State,Color,Rear Brake Type,bt,oem,Tyre Type,price
6 Speed,4892.0,1860.0,2017,1837.0,1879.0,4.0,89000,Automatic,2017.0,2850.0,3198.0,Ford Endeavour,10.91,bangalore,Black,Disc,SUV,Ford,Tubeless Radial,2975000.0
5 Speed,3445.0,1515.0,2014,1475.0,762.0,3.0,29813,Manual,2014.0,2360.0,796.0,Maruti Alto 800,22.05,bangalore,Others,Drum,Hatchback,Maruti,Tubeless,276000.0
5 Speed,3886.0,1695.0,2018,1525.0,1211.4827735332276,4.0,30000,Manual,2018.0,2491.0,1196.0,Ford Figo,18.16,bangalore,Gray,Drum,Hatchback,Ford,Tubeless,500000.0
5 Speed,3700.0,1690.0,2020,1595.0,855.0,4.0,13345,Automatic,2020.0,2435.0,1197.0,Maruti Ignis,20.89,bangalore,White,Drum,Hatchback,Maruti,Tubeless Radial,730000.0
6 Speed,4500.0,1790.0,2022,1675.0,1670.0,4.0,17100,Automatic,2022.0,2760.0,1498.0,Hyundai Alcazar,18.1,bangalore,Grey,Disc,SUV,Hyundai,Tubeless Radial,2245000.0
5 Speed,3765.0,1660.0,2014,1520.0,935.0,4.0,75000,Manual,2014.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Grey,Drum,Hatchback,Hyundai,Tubeless,399000.0
5 Speed,3585.0,1595.0,2011,1550.0,960.0,4.0,75523,Manual,2011.0,2380.0,1197.0,Hyundai i10,20.36,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless Radial,312000.0
6 Speed,4585.0,1890.0,2015,1785.0,2010.0,4.0,47000,Manual,2015.0,2700.0,2179.0,Mahindra XUV500,16.0,bangalore,Silver,Disc,SUV,Mahindra,Tubeless,1275000.0
6 Speed,4598.0,1894.0,2022,1706.0,1675.0,4.0,36500,Manual,2022.0,2741.0,1956.0,Tata Harrier,16.35,bangalore,White,Drum,SUV,Tata,Tubeless Radial,1990000.0
5 Speed,3991.0,1739.0,2020,1643.0,947.0,3.0,28253,Manual,2020.0,2548.347369705846,999.0,Renault Triber,20.0,bangalore,Silver,Drum,MUV,Renault,Tubeless Radial,719000.0
6 Speed,4270.0,1780.0,2016,1630.0,1320.0,4.0,50000,Manual,2016.0,2590.0,1582.0,Hyundai Creta,19.67,bangalore,White,Drum,SUV,Hyundai,Tubeless,1260000.0
5 Speed,3585.0,1595.0,2010,1550.0,930.0,4.0,90000,Manual,2010.0,2380.0,1197.0,Hyundai i10,20.36,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless Radial,300000.0
8 Speed,4886.0,1938.0,2016,1762.0,2060.0,6.0,70000,Automatic,2016.0,2933.0,2993.0,BMW X5,15.97,bangalore,Others,Disc,SUV,BMW,Runflat,3981000.0
5 Speed,3985.0,1734.0,2016,1505.0,1066.0,4.0,52571,Manual,2016.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,Grey,Drum,Hatchback,Hyundai,Tubeless,627000.0
6 Speed,4520.0,1817.0,2010,1421.0,1455.0,4.0,70000,Automatic,2010.0,2760.0,1995.0,BMW 3 Series,16.07,bangalore,Others,Disc,Sedan,BMW,Tubeless Radial,1300000.0
5 Speed,4440.0,1695.0,2015,1495.0,1049.0,4.0,61993,Manual,2015.0,2600.0,1497.0,Honda City,17.4,bangalore,Silver,Drum,Sedan,Honda,Tubeless Radial,672000.0
6 Speed,4475.0,1850.0,2017,1660.0,1537.0,4.0,57000,Automatic,2017.0,2670.0,1995.0,Hyundai Tucson,16.38,bangalore,White,Disc,SUV,Hyundai,Tubeless Radial,1825000.0
6 Speed,4795.0,1855.0,2021,1835.0,2360.0,4.0,80000,Manual,2021.0,2745.0,2755.0,Toyota Fortuner,14.24,bangalore,Others,Disc,SUV,Toyota,Tubeless Radial,3500000.0
5 Speed,3995.0,1710.0,2013,1505.0,1040.0,4.0,36359,Manual,2013.0,2525.0,1197.0,Hyundai i20,18.5,bangalore,Blue,Drum,Hatchback,Hyundai,Tubeless Radial,440000.00000000006
6 Speed,4598.0,1894.0,2019,1706.0,1745.0,4.0,70000,Manual,2019.0,2741.0,1956.0,Tata Harrier,17.0,bangalore,Others,Drum,SUV,Tata,Tubeless,1460000.0
8 Speed,4655.0,1835.0,2022,1760.0,1820.0,4.0,7500,Automatic,2022.0,2750.0,1451.0,MG Hector,19.255853130413264,bangalore,White,Disc,SUV,MG,Tubeless Radial,2041000.0
6 Speed,4440.0,1729.0,2017,1475.0,1238.0,4.0,30301,Automatic,2017.0,2600.0,1591.0,Hyundai Verna,17.0,bangalore,Black,Drum,Sedan,Hyundai,Tubeless,1033000.0
5 Speed,3585.0,1595.0,2010,1550.0,960.0,4.0,66000,Manual,2010.0,2380.0,1197.0,Hyundai i10,20.36,bangalore,Golden,Drum,Hatchback,Hyundai,Tubeless Radial,275000.0
5 Speed,3985.0,1734.0,2017,1505.0,1066.0,4.0,56010,Manual,2017.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,White,Drum,Hatchback,Hyundai,Tubeless,676000.0
9 Speed,4656.0,1890.0,2017,1639.0,1954.0,4.0,47000,Automatic,2017.0,2873.0,2143.0,Mercedes-Benz GLC,17.9,bangalore,White,Drum,SUV,Mercedes-Benz,Tubeless Radial,4290000.0
6 Speed,4331.0,2000.0,2014,1671.0,1390.0,4.0,60000,Manual,2014.0,2673.0,1461.0,Nissan Terrano,19.01,bangalore,Others,Drum,SUV,Nissan,Tubeless,650000.0
5 Speed,3840.0,1735.0,2014,1530.0,1211.4827735332276,4.0,83829,Manual,2014.0,2450.0,1248.0,Maruti Swift,25.2,bangalore,Red,Drum,Hatchback,Maruti,Tubeless,444000.00000000006
5 Speed,3731.0,1579.0,2020,1474.0,750.0,3.0,10000,Automatic,2020.0,2422.0,999.0,Renault KWID,22.0,bangalore,Others,Drum,Hatchback,Renault,Tubeless Radial,510000.0
6 Speed,4315.0,1822.0,2016,1695.0,1285.0,4.0,35000,Automatic,2016.0,2673.0,1461.0,Renault Duster,19.6,bangalore,Grey,Drum,SUV,Renault,Tubeless Radial,925000.0
5 Speed,4440.0,1695.0,2019,1495.0,1080.0,4.0,51116,Automatic,2020.0,2600.0,1497.0,Honda City,18.0,bangalore,White,Drum,Sedan,Honda,Tubeless Radial,1024000.0
5 Speed,4386.0,1699.0,2016,1466.0,1206.0,4.0,80000,Manual,2016.0,2552.0,1498.0,Skoda Rapid,21.14,bangalore,Others,Drum,Sedan,Skoda,Tubeless Radial,500000.0
7 Speed,3971.0,1682.0,2017,1469.0,1109.0,4.0,40000,Automatic,2017.0,2469.0,1197.0,Volkswagen Polo,17.21,bangalore,Others,Drum,Hatchback,Volkswagen,Tubeless Radial,995000.0
5 Speed,4575.0,1820.0,2012,1680.0,1595.0,4.0,85565,Automatic,2012.0,2620.0,2354.0,Honda CR-V,11.1,bangalore,White,Disc,SUV,Honda,Tubeless Radial,935000.0
5 Speed,3998.0,1765.0,2018,1647.0,1274.0,3.0,36916,Manual,2018.0,2519.0,1497.0,Ford Ecosport,17.0,bangalore,Others,Drum,SUV,Ford,Tubeless Radial,834000.0
5 Speed,3971.0,1682.0,2015,1469.0,1158.0,4.0,90000,Manual,2015.0,2469.0,1498.0,Volkswagen Polo,20.14,bangalore,Others,Drum,Hatchback,Volkswagen,Tubeless Radial,560000.0
5 Speed,3845.0,1735.0,2012,1530.0,1211.4827735332276,4.0,112795,Manual,2012.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,454000.0
7 Speed,4549.0,1992.0,2021,1446.0,1395.0,4.0,11000,Automatic,2021.0,2729.0,1332.0,Mercedes-Benz A-Class Limousine,19.255853130413264,bangalore,Silver,Disc,Sedan,Mercedes-Benz,Tubeless Radial,3690000.0
5 Speed,4585.0,1760.0,2014,1760.0,1585.0,4.0,120000,Manual,2014.0,2750.0,1998.0,Toyota Innova,11.4,bangalore,Others,Drum,MUV,Toyota,Tubeless Radial,1100000.0
5 Speed,3610.0,1680.0,2016,1500.0,925.0,4.0,36685,Manual,2016.0,2345.0,1198.0,Honda Brio,19.4,bangalore,Red,Drum,Hatchback,Honda,Tubeless Radial,462000.0
6 Speed,4660.0,1890.0,2012,1760.0,1940.0,4.0,120000,Automatic,2012.0,2700.0,2199.0,Hyundai Santa Fe,11.72,bangalore,Others,Disc,SUV,Hyundai,Tubeless Radial,900000.0
8 Speed,5091.0,1902.0,2022,1538.0,1885.0,4.0,4000,Automatic,2022.0,3070.0,1998.0,BMW 6 Series,13.32,bangalore,Blue,Disc,Sedan,BMW,Runflat,7900000.0
5 Speed,3995.0,1745.0,2019,1510.0,935.0,4.0,32184,Automatic,2019.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,843000.0
5 Speed,3995.0,1745.0,2018,1510.0,950.0,3.0,32279,Manual,2019.0,2520.0,998.0,Maruti Baleno RS,21.1,bangalore,White,Disc,Hatchback,Maruti,Tubeless Radial,799000.0
5 Speed,3985.0,1734.0,2015,1505.0,1066.0,4.0,59698,Manual,2015.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,White,Drum,Hatchback,Hyundai,Tubeless,576000.0
6 Speed,4329.0,1813.0,2018,1626.0,1325.0,4.0,46071,Manual,2018.0,2673.0,1461.0,Renault Captur,20.37,bangalore,Grey,Drum,SUV,Renault,Tubeless Radial,949000.0
5 Speed,3995.0,1790.0,2017,1640.0,1190.0,4.0,90000,Manual,2017.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,bangalore,Yellow,Drum,SUV,Maruti,Tubeless Radial,795000.0
6 Speed,3995.0,1770.0,2019,1605.0,1340.0,3.0,9554,Manual,2019.0,2500.0,998.0,Hyundai Venue,18.27,bangalore,Blue,Drum,SUV,Hyundai,Radial,1085000.0
7 Speed,4405.0,1818.0,2022,1640.0,1530.0,4.0,14000,Automatic,2022.0,2636.0,1368.0,Jeep Compass,14.1,bangalore,Green,Disc,SUV,Jeep,Tubeless Radial,2590000.0
5 Speed,4315.0,1822.0,2013,1695.0,1240.0,4.0,74499,Manual,2013.0,2673.0,1461.0,Renault Duster,20.45,bangalore,Brown,Drum,SUV,Renault,Tubeless Radial,516000.0
6 Speed,3998.0,1765.0,2017,1647.0,1211.4827735332276,3.0,56211,Automatic,2017.0,2519.0,1497.0,Ford Ecosport,14.8,bangalore,Grey,Drum,SUV,Ford,Tubeless Radial,777000.0
5 Speed,3955.0,1694.0,2019,1544.0,1211.4827735332276,4.0,9001,Manual,2019.0,2530.0,1199.0,Honda Jazz,18.2,bangalore,White,Drum,Hatchback,Honda,Tubeless Radial,753000.0
6 Speed,4585.0,1890.0,2017,1785.0,1960.0,4.0,65457,Automatic,2017.0,2700.0,1997.0,Mahindra XUV500,16.0,bangalore,Orange,Disc,SUV,Mahindra,Tubeless Radial,1226000.0
5 Speed,3955.0,1694.0,2017,1544.0,1044.0,4.0,23682,Manual,2017.0,2530.0,1199.0,Honda Jazz,18.7,bangalore,Red,Drum,Hatchback,Honda,Tubeless Radial,725000.0
6 Speed,4440.0,1729.0,2020,1475.0,1255.0,4.0,50000,Manual,2020.0,2600.0,1582.0,Hyundai Verna,22.0,bangalore,Red,Drum,Sedan,Hyundai,Tubeless,1150000.0
5 Speed,3840.0,1735.0,2015,1530.0,1211.4827735332276,4.0,134557,Manual,2015.0,2450.0,1248.0,Maruti Swift,25.2,bangalore,White,Drum,Hatchback,Maruti,Tubeless,629000.0
5 Speed,3995.0,1735.0,2013,1515.0,1211.4827735332276,4.0,96567,Manual,2013.0,2450.0,1197.0,Maruti Swift Dzire,22.41,bangalore,Blue,Drum,Sedan,Maruti,Tubeless Radial,447000.0
5 Speed,4265.0,1695.0,2014,1685.0,1235.0,4.0,83007,Manual,2015.0,2740.0,1248.0,Maruti Ertiga,20.77,bangalore,White,Drum,MUV,Maruti,Tubeless Radial,786000.0
5 Speed,3955.0,1694.0,2018,1544.0,1042.0,4.0,34000,Manual,2018.0,2530.0,1199.0,Honda Jazz,18.7,bangalore,Maroon,Drum,Hatchback,Honda,Tubeless Radial,745000.0
4 Speed,3765.0,1660.0,2014,1520.0,935.0,4.0,81634,Automatic,2014.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,White,Drum,Hatchback,Hyundai,Tubeless,490000.00000000006
5 Speed,4440.0,1695.0,2017,1495.0,1107.0,4.0,57284,Automatic,2017.0,2600.0,1497.0,Honda City,18.0,bangalore,Brown,Drum,Sedan,Honda,Tubeless Radial,942000.0
6 Speed,3999.0,1765.0,2016,1708.0,1250.0,4.0,70000,Automatic,2016.0,2520.0,1499.0,Ford Ecosport,15.63,bangalore,Silver,Drum,SUV,Ford,Tubeless Radial,675000.0
5 Speed,3610.0,1680.0,2013,1500.0,925.0,4.0,70000,Manual,2013.0,2345.0,1198.0,Honda Brio,19.4,bangalore,Red,Drum,Hatchback,Honda,Tubeless Radial,330000.0
7 Speed,4425.0,1730.0,2018,1495.0,1211.4827735332276,4.0,46429,Automatic,2018.0,2550.0,1496.0,Toyota Yaris,17.8,bangalore,White,Drum,Sedan,Toyota,Tubeless Radial,875000.0
5 Speed,3995.0,1745.0,2017,1510.0,1211.4827735332276,4.0,17624,Manual,2018.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,White,Drum,Hatchback,Maruti,Tubeless Radial,869000.0
5 Speed,4384.0,1699.0,2012,1466.0,1220.0,4.0,100000,Manual,2012.0,2552.0,1598.0,Volkswagen Vento,20.54,bangalore,Blue,Drum,Sedan,Volkswagen,Tubeless Radial,425000.0
5 Speed,4440.0,1695.0,2019,1495.0,1061.0,4.0,30000,Manual,2019.0,2600.0,1497.0,Honda City,17.4,bangalore,Others,Drum,Sedan,Honda,Tubeless Radial,1070000.0
5 Speed,3998.0,1765.0,2018,1647.0,1211.4827735332276,3.0,49690,Manual,2018.0,2519.0,1496.0,Ford Ecosport,15.9,bangalore,Blue,Drum,SUV,Ford,Tubeless Radial,1025000.0
6 Speed,4585.0,1890.0,2016,1785.0,1840.0,4.0,110000,Manual,2016.0,2700.0,2179.0,Mahindra XUV500,16.0,bangalore,White,Disc,SUV,Mahindra,Tubeless,1000000.0
5 Speed,4560.0,1730.0,2009,1487.0,1240.0,4.0,50000,Manual,2009.0,2548.347369705846,1368.0,Fiat Linea,16.0,bangalore,Gray,Drum,Sedan,Fiat,Tubeless Radial,375000.0
6 Speed,3998.0,1765.0,2018,1647.0,1211.4827735332276,3.0,55702,Automatic,2018.0,2519.0,1497.0,Ford Ecosport,14.8,bangalore,Silver,Drum,SUV,Ford,Tubeless Radial,844000.0
6 Speed,3995.0,1760.0,2016,1555.0,1080.0,4.0,45046,Manual,2016.0,2570.0,1396.0,Hyundai i20 Active,21.19,bangalore,Brown,Drum,Hatchback,Hyundai,Tubeless Radial,764000.0
5 Speed,3775.0,1680.0,2014,1620.0,1015.0,4.0,53000,Manual,2014.0,2360.0,1197.0,Maruti Ritz,18.5,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,420000.0
5 Speed,3995.0,1745.0,2016,1510.0,985.0,4.0,94695,Manual,2016.0,2520.0,1248.0,Maruti Baleno,27.39,bangalore,Red,Drum,Hatchback,Maruti,Tubeless Radial,684000.0
5 Speed,3995.0,1745.0,2019,1510.0,1211.4827735332276,4.0,22162,Manual,2019.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,802999.9999999999
5 Speed,3565.0,1525.0,2010,1590.0,825.0,3.0,70000,Manual,2010.0,2380.0,1086.0,Hyundai Santro Xing,17.92,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless Radial,320000.0
6 Speed,4440.0,1695.0,2017,1495.0,1150.0,4.0,115331,Manual,2018.0,2600.0,1498.0,Honda City,26.0,bangalore,Silver,Drum,Sedan,Honda,Tubeless Radial,803999.9999999999
5 Speed,4852.0,1822.0,2013,1483.0,1640.0,4.0,70000,Automatic,2013.0,2854.0,2148.0,Mercedes-Benz E-Class,10.0,bangalore,Others,Disc,Sedan,Mercedes-Benz,Tubeless Radial,1400000.0
5 Speed,3845.0,1735.0,2016,1530.0,1211.4827735332276,4.0,42233,Manual,2016.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,White,Drum,Hatchback,Maruti,Tubeless Radial,548000.0
5 Speed,3765.0,1660.0,2019,1520.0,1120.0,4.0,20941,Manual,2019.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless,619000.0
5 Speed,3995.0,1790.0,2018,1640.0,1210.0,4.0,50000,Manual,2018.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,bangalore,Red,Drum,SUV,Maruti,Tubeless Radial,1000000.0
5 Speed,3999.0,1734.0,2018,1601.0,1103.0,4.0,46602,Manual,2018.0,2555.0,1199.0,Honda WR-V,17.5,bangalore,Brown,Drum,SUV,Honda,Tubeless Radial,865000.0
5 Speed,4755.0,1900.0,2014,1840.0,2060.0,5.0,50000,Automatic,2014.0,2835.0,2696.0,Mahindra Ssangyong Rexton,11.18,bangalore,White,Disc,SUV,Mahindra Ssangyong,Tubeless Radial,1000000.0
5 Speed,3840.0,1735.0,2014,1530.0,1211.4827735332276,4.0,104000,Manual,2014.0,2450.0,1248.0,Maruti Swift,25.2,bangalore,Red,Drum,Hatchback,Maruti,Tubeless,535000.0
5 Speed,3998.0,1765.0,2018,1647.0,1211.4827735332276,4.0,90000,Manual,2018.0,2519.0,1498.0,Ford Ecosport,23.0,bangalore,Brown,Drum,SUV,Ford,Tubeless Radial,975000.0
5 Speed,3995.0,1745.0,2017,1510.0,880.0,4.0,50035,Manual,2017.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Blue,Drum,Hatchback,Maruti,Tubeless Radial,699000.0
6 Speed,3993.0,1811.0,2021,1606.0,1375.0,3.0,80000,Manual,2021.0,2498.0,1199.0,Tata Nexon,17.57,bangalore,Gray,Drum,SUV,Tata,Tubeless Radial,1150000.0
5 Speed,3985.0,1734.0,2015,1505.0,1066.0,4.0,90000,Manual,2015.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,Maroon,Drum,Hatchback,Hyundai,Tubeless,625000.0
5 Speed,4868.0,1854.0,2011,1471.0,1800.0,4.0,90000,Automatic,2011.0,2874.0,2143.0,Mercedes-Benz E-Class,14.21,bangalore,Others,Disc,Sedan,Mercedes-Benz,Tubeless Radial,1000000.0
6 Speed,4620.0,1776.0,2011,1475.0,1340.0,4.0,120000,Manual,2011.0,2700.0,1364.0,Toyota Corolla Altis,21.43,bangalore,Silver,Disc,Sedan,Toyota,Tubeless Radial,600000.0
5 Speed,3995.0,1735.0,2015,1515.0,1211.4827735332276,4.0,25170,Manual,2015.0,2450.0,1197.0,Maruti Swift Dzire,22.41,bangalore,Blue,Drum,Sedan,Maruti,Tubeless Radial,675000.0
5 Speed,4490.0,1730.0,2021,1485.0,1105.0,4.0,25022,Manual,2021.0,2650.0,1462.0,Maruti Ciaz,20.65,bangalore,Others,Drum,Sedan,Maruti,Tubeless Radial,893000.0
5 Speed,3850.0,1695.0,2012,1530.0,1060.0,4.0,100000,Manual,2012.0,2430.0,1248.0,Maruti Swift,22.9,bangalore,Others,Drum,Hatchback,Maruti,Tubeless Radial,420000.0
5 Speed,4490.0,1730.0,2020,1485.0,1105.0,4.0,26367,Manual,2020.0,2650.0,1462.0,Maruti Ciaz,20.65,bangalore,Others,Drum,Sedan,Maruti,Tubeless Radial,941000.0
6 Speed,4530.0,1775.0,2015,1470.0,1329.0,4.0,76567,Automatic,2015.0,2700.0,1797.0,Hyundai Elantra,14.5,bangalore,Silver,Disc,Sedan,Hyundai,Tubeless Radial,630000.0
5 Speed,4585.0,1765.0,2013,1760.0,1680.0,4.0,120000,Manual,2013.0,2750.0,2494.0,Toyota Innova,12.99,bangalore,Others,Drum,MUV,Toyota,Tubeless Radial,1275000.0
4 Speed,3765.0,1660.0,2015,1520.0,935.0,4.0,36459,Automatic,2015.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless,525000.0
5 Speed,4300.0,1785.0,2016,1595.0,1211.4827735332276,4.0,93725,Manual,2016.0,2600.0,1248.0,Maruti SX4 S Cross,23.65,bangalore,Grey,Disc,SUV,Maruti,Tubeless Radial,750000.0
4 Speed,4490.0,1730.0,2016,1485.0,1030.0,4.0,115599,Automatic,2016.0,2650.0,1373.0,Maruti Ciaz,19.12,bangalore,Silver,Drum,Sedan,Maruti,Tubeless Radial,632000.0
5 Speed,3995.0,1735.0,2015,1515.0,1211.4827735332276,4.0,43469,Manual,2016.0,2450.0,1197.0,Maruti Swift Dzire,22.41,bangalore,Red,Drum,Sedan,Maruti,Tubeless Radial,645000.0
5 Speed,4140.0,1634.0,2005,1379.0,1040.0,4.0,70000,Manual,2005.0,2486.0,1299.0,Ford Ikon,13.8,bangalore,Others,Drum,Sedan,Ford,Tubeless Radial,500000.0
8 Speed,4922.0,2218.0,2019,1745.0,2060.0,6.0,77000,Automatic,2019.0,2975.0,2993.0,BMW X5,13.38,bangalore,White,Disc,SUV,BMW,Tubeless Runflat,6795000.0
5 Speed,3995.0,1790.0,2018,1640.0,1175.0,4.0,100000,Manual,2018.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,bangalore,Red,Drum,SUV,Maruti,Tubeless Radial,850000.0
5 Speed,4480.0,1695.0,2008,1455.0,1210.0,4.0,72000,Manual,2008.0,2600.0,1999.0,Mitsubishi Cedia,14.7,bangalore,Silver,Disc,Sedan,Mitsubishi,Tubeless Radial,299000.0
8 Speed,4961.0,1877.0,2013,1460.0,1780.0,4.0,77000,Automatic,2013.0,2909.0,2179.0,Jaguar XF,16.36,bangalore,Blue,Disc,Sedan,Jaguar,Tubeless Radial,2095000.0
8 Speed,5089.0,2177.0,2013,1737.0,2345.0,6.0,87101,Automatic,2013.0,3002.0,2967.0,Audi Q7,12.07,bangalore,White,Disc,SUV,Audi,Tubeless Radial,2800000.0
6 Speed,3971.0,1682.0,2021,1469.0,1211.4827735332276,3.0,40771,Manual,2021.0,2470.0,999.0,Volkswagen Polo,18.24,bangalore,Silver,Drum,Hatchback,Volkswagen,Tubeless Radial,999000.0
5 Speed,3955.0,1694.0,2018,1544.0,1042.0,4.0,28000,Manual,2018.0,2530.0,1199.0,Honda Jazz,18.7,bangalore,Silver,Drum,Hatchback,Honda,Tubeless Radial,825000.0
5 Speed,3595.0,1475.0,2008,1700.0,870.0,3.0,40000,Manual,2008.0,2400.0,1061.0,Maruti Wagon R,18.9,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,250000.0
7 Speed,3995.0,1770.0,2020,1605.0,1440.0,3.0,26000,Automatic,2020.0,2500.0,998.0,Hyundai Venue,18.15,bangalore,White,Drum,SUV,Hyundai,Radial,1295000.0
5 Speed,3595.0,1495.0,2012,1700.0,885.0,3.0,76032,Manual,2012.0,2400.0,998.0,Maruti Wagon R,18.9,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,329000.0
5 Speed,4490.0,1730.0,2018,1485.0,1065.0,4.0,113780,Manual,2018.0,2650.0,1462.0,Maruti Ciaz,21.56,bangalore,Blue,Drum,Sedan,Maruti,Tubeless Radial,666000.0
6 Speed,4458.0,1796.0,2019,1416.0,1211.4827735332276,4.0,24000,Automatic,2020.0,2637.0,1968.0,Audi A3,20.38,bangalore,White,Disc,Sedan,Audi,Tubeless Radial,2290000.0
6 Speed,3995.0,1770.0,2020,1605.0,1260.0,4.0,65812,Manual,2020.0,2500.0,1493.0,Hyundai Venue,23.7,bangalore,White,Drum,SUV,Hyundai,Radial,1026000.0
6 Speed,4225.0,1760.0,2022,1612.0,1211.4827735332276,3.0,10000,Automatic,2022.0,2651.0,999.0,Skoda Kushaq,17.2,bangalore,Red,Drum,SUV,Skoda,Tubeless Radial,1700000.0
5 Speed,3995.0,1745.0,2016,1510.0,880.0,4.0,39959,Manual,2016.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Orange,Drum,Hatchback,Maruti,Tubeless Radial,681000.0
6 Speed,4500.0,1790.0,2022,1675.0,1770.0,4.0,10000,Automatic,2022.0,2760.0,1999.0,Hyundai Alcazar,14.2,bangalore,Others,Disc,SUV,Hyundai,Tubeless Radial,1689999.9999999998
5 Speed,3530.0,1490.0,2016,1520.0,755.0,3.0,65484,Manual,2017.0,2380.0,998.0,Maruti Alto K10,24.39,bangalore,Others,Drum,Hatchback,Maruti,Tubeless Radial,318000.0
5 Speed,3995.0,1745.0,2017,1510.0,880.0,4.0,49174,Manual,2017.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Red,Drum,Hatchback,Maruti,Tubeless Radial,688000.0
6 Speed,4221.0,1760.0,2022,1612.0,1205.0,3.0,20000,Manual,2022.0,2651.0,999.0,Volkswagen Taigun,20.08,bangalore,Red,Drum,SUV,Volkswagen,Tubeless Radial,1300000.0
5 Speed,3585.0,1595.0,2009,1550.0,930.0,4.0,50000,Manual,2009.0,2380.0,1197.0,Hyundai i10,20.36,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless Radial,265000.0
5 Speed,3995.0,1735.0,2018,1515.0,895.0,4.0,40000,Automatic,2018.0,2450.0,1197.0,Maruti Swift Dzire,22.0,bangalore,Others,Drum,Sedan,Maruti,Tubeless Radial,645000.0
6 Speed,4500.0,1790.0,2022,1675.0,1770.0,4.0,30000,Automatic,2022.0,2760.0,1999.0,Hyundai Alcazar,14.2,bangalore,White,Disc,SUV,Hyundai,Tubeless Radial,2000000.0
6 Speed,4520.0,1817.0,2007,1421.0,1460.0,6.0,50000,Automatic,2007.0,2760.0,2497.0,BMW 3 Series,10.9,bangalore,Others,Disc,Coupe,BMW,Tubeless Radial,900000.0
5 Speed,3840.0,1735.0,2020,1530.0,1211.4827735332276,4.0,80000,Manual,2020.0,2450.0,1197.0,Maruti Swift,21.21,bangalore,Others,Drum,Hatchback,Maruti,Tubeless,620000.0
5 Speed,4323.0,1809.0,2022,1650.0,1450.0,4.0,20000,Manual,2022.0,2585.0,1498.0,MG Astor,15.43,bangalore,Others,Disc,SUV,MG,Tubeless Radial,1470000.0
5 Speed,4250.0,1670.0,2010,1370.0,1039.0,4.0,70000,Manual,2010.0,2440.0,1495.0,Hyundai Accent,13.2,bangalore,Others,Drum,Sedan,Hyundai,Tubeless Radial,220000.00000000003
8 Speed,4701.0,2040.0,2014,1427.0,1595.0,4.0,90000,Automatic,2014.0,2808.0,1968.0,Audi A4,17.11,bangalore,Others,Disc,Sedan,Audi,Tubeless Radial,1475000.0
5 Speed,3731.0,1579.0,2020,1490.0,745.0,3.0,40000,Manual,2020.0,2422.0,999.0,Renault KWID,21.74,bangalore,Blue,Drum,Hatchback,Renault,Tubeless Radial,415000.00000000006
5 Speed,3955.0,1694.0,2016,1544.0,1044.0,4.0,63797,Manual,2016.0,2530.0,1199.0,Honda Jazz,18.7,bangalore,Brown,Drum,Hatchback,Honda,Tubeless Radial,610000.0
5 Speed,3765.0,1660.0,2018,1520.0,1100.0,4.0,60216,Manual,2018.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless,560000.0
5 Speed,3545.0,1515.0,2015,1475.0,784.0,3.0,10000,Automatic,2015.0,2360.0,998.0,Maruti Alto K10,23.95,bangalore,Others,Drum,Hatchback,Maruti,Tubeless Radial,425000.0
5 Speed,3995.0,1745.0,2016,1510.0,880.0,4.0,38153,Manual,2016.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,686000.0
