Gear Box,Length,Width,modelYear,Height,Kerb Weight,No of Cylinder,km,transmission,Registration Year,Wheel Base,Engine Displacement,model,Mileage,State,Color,Rear Brake Type,bt,oem,Tyre Type,price
6 Speed,3995.0,1775.0,2022,1505.0,1260.0,4.0,20199,Manual,2022.0,2580.0,1493.0,Hyundai i20,25.0,jaipur,White,Drum,Hatchback,Hyundai,Tubeless Radial,1000000.0
5 Speed,3731.0,1579.0,2022,1474.0,699.0,3.0,1782,Manual,2022.0,2548.347369705846,999.0,Renault KWID,21.46,jaipur,White,Drum,Hatchback,Renault,Tubeless Radial,530000.0
6 Speed,4270.0,1780.0,2017,1630.0,1300.0,4.0,182946,Manual,2017.0,2590.0,1591.0,Hyundai Creta,15.29,jaipur,Silver,Drum,SUV,Hyundai,Tubeless,700000.0
5 Speed,3679.0,1579.0,2019,1478.0,690.0,3.0,20685,Manual,2019.0,2422.0,799.0,Renault KWID,25.17,jaipur,OUTBACK BRONZE,Drum,Hatchback,Renault,Tubeless Radial,299000.0
5 Speed,3495.0,1550.0,2015,1500.0,910.0,3.0,51284,Manual,2015.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Polar White,Drum,Hatchback,Hyundai,Tubeless,250000.0
5 Speed,4395.0,1735.0,2020,1690.0,1211.4827735332276,4.0,83000,Manual,2020.0,2740.0,1462.0,Maruti Ertiga,19.34,jaipur,Silver,Drum,MUV,Maruti,Tubeless Radial,894999.9999999999
5 Speed,3430.0,1515.0,2019,1475.0,725.0,3.0,36661,Manual,2019.0,2360.0,796.0,Maruti Alto 800,24.7,jaipur,Granite Grey,Drum,Hatchback,Maruti,Tubeless,322000.0
6 Speed,3985.0,1855.0,2022,1844.0,1815.0,4.0,44143,Manual,2022.0,2450.0,1997.0,Mahindra Thar,15.2,jaipur,Grey,Drum,SUV,Mahindra,Tubeless Radial,1400000.0
5 Speed,4390.0,1690.0,2006,1495.0,1055.0,4.0,108168,Manual,2006.0,2450.0,1497.0,Honda City,17.7,jaipur,Silver,Drum,Sedan,Honda,Tubeless Radial,150000.0
5 Speed,3545.0,1490.0,2018,1475.0,784.0,3.0,69475,Automatic,2018.0,2360.0,998.0,Maruti Alto K10,23.95,jaipur,Superior white,Drum,Hatchback,Maruti,Tubeless Radial,310000.0
6 Speed,4585.0,1890.0,2013,1785.0,1900.0,4.0,96294,Manual,2013.0,2700.0,2179.0,Mahindra XUV500,15.1,jaipur,Grey,Disc,SUV,Mahindra,Tubeless Radial,500000.0
6 Speed,4270.0,1780.0,2017,1665.0,1260.0,4.0,48000,Manual,2017.0,2590.0,1591.0,Hyundai Creta,15.8,jaipur,White,Drum,SUV,Hyundai,Tubeless,825000.0
5 Speed,3995.0,1790.0,2018,1640.0,1180.0,4.0,34970,Manual,2018.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,jaipur,Red,Drum,SUV,Maruti,Tubeless Radial,810000.0
5 Speed,3995.0,1680.0,2020,1520.0,1050.0,4.0,49931,Manual,2020.0,2450.0,1197.0,Hyundai Aura,20.5,jaipur,White,Drum,Sedan,Hyundai,Tubeless Radial,649000.0
5 Speed,3995.0,1745.0,2018,1510.0,1211.4827735332276,4.0,49500,Manual,2018.0,2520.0,1197.0,Maruti Baleno,21.4,jaipur,Blue,Drum,Hatchback,Maruti,Tubeless Radial,670000.0
6 Speed,4315.0,1800.0,2019,1645.0,1540.0,4.0,44376,Automatic,2019.0,2610.0,1493.0,Kia Seltos,18.0,jaipur,Silver,Disc,SUV,Kia,Tubeless Radial,1525000.0
5 Speed,3840.0,1735.0,2018,1530.0,1211.4827735332276,4.0,49225,Manual,2018.0,2450.0,1248.0,Maruti Swift,28.4,jaipur,White,Drum,Hatchback,Maruti,Tubeless,655000.0
5 Speed,3765.0,1677.0,2020,1535.0,982.0,3.0,68843,Manual,2020.0,2400.0,1199.0,Tata Tiago,19.01,jaipur,Silver,Drum,Hatchback,Tata,Tubeless Radial,493000.0
5 Speed,3655.0,1620.0,2009,1675.0,1211.4827735332276,3.0,60318,Manual,2013.0,2435.0,998.0,Maruti Wagon R,21.79,jaipur,White,Drum,Hatchback,Maruti,Tubeless Radial,325000.0
5 Speed,3840.0,1735.0,2018,1530.0,1211.4827735332276,4.0,101014,Automatic,2018.0,2450.0,1248.0,Maruti Swift,28.4,jaipur,Solid Fire Red,Drum,Hatchback,Maruti,Tubeless,550000.0
5 Speed,3731.0,1579.0,2020,1490.0,745.0,3.0,44319,Automatic,2020.0,2422.0,999.0,Renault KWID,22.0,jaipur,White,Drum,Hatchback,Renault,Tubeless Radial,376000.0
5 Speed,3971.0,1682.0,2017,1469.0,1211.4827735332276,3.0,49422,Manual,2018.0,2469.0,1199.0,Volkswagen Polo,16.2,jaipur,Candy White,Drum,Hatchback,Volkswagen,Tubeless Radial,337000.0
6 Speed,3993.0,1811.0,2021,1606.0,1230.0,3.0,44934,Automatic,2021.0,2498.0,1199.0,Tata Nexon,16.35,jaipur,Daytona Grey,Drum,SUV,Tata,Tubeless Radial,1045000.0
5 Speed,4160.0,1690.0,2011,1530.0,1105.0,4.0,251066,Manual,2011.0,2390.0,1248.0,Maruti Swift Dzire,19.3,jaipur,Silver,Drum,Sedan,Maruti,Tubeless Radial,118000.0
5 Speed,4490.0,1730.0,2017,1485.0,1135.0,4.0,208708,Manual,2017.0,2650.0,1248.0,Maruti Ciaz,28.09,jaipur,Black,Drum,Sedan,Maruti,Tubeless Radial,436000.00000000006
5 Speed,3595.0,1495.0,2009,1700.0,885.0,3.0,75426,Manual,2009.0,2400.0,1061.0,Maruti Wagon R,19.255853130413264,jaipur,Silver,Drum,Hatchback,Maruti,Tubeless Radial,75697.0
7 Speed,3995.0,1770.0,2020,1605.0,1440.0,3.0,36107,Automatic,2020.0,2500.0,998.0,Hyundai Venue,18.15,jaipur,White,Drum,SUV,Hyundai,Radial,861000.0
5 Speed,3999.0,1734.0,2019,1601.0,1103.0,4.0,50854,Manual,2019.0,2555.0,1199.0,Honda WR-V,17.5,jaipur,White,Drum,SUV,Honda,Tubeless Radial,590000.0
5 Speed,3805.0,1680.0,2020,1520.0,1100.0,4.0,7985,Manual,2020.0,2450.0,1197.0,Hyundai Grand i10 Nios,20.7,jaipur,Blue,Drum,Hatchback,Hyundai,Tubeless Radial,553000.0
5 Speed,3995.0,1835.0,2017,1826.0,1735.0,3.0,47913,Manual,2018.0,2680.0,1493.0,Mahindra TUV 300,18.49,jaipur,White,Drum,SUV,Mahindra,Tubeless Radial,429000.0
5 Speed,3995.0,1745.0,2017,1510.0,865.0,4.0,138907,Manual,2017.0,2520.0,1197.0,Maruti Baleno,21.4,jaipur,Granite Grey,Drum,Hatchback,Maruti,Tubeless Radial,500000.0
5 Speed,3715.0,1680.0,2010,1620.0,1100.0,4.0,201161,Manual,2010.0,2360.0,1248.0,Maruti Ritz,21.1,jaipur,White,Drum,Hatchback,Maruti,Tubeless Radial,108000.0
6 Speed,4585.0,1890.0,2015,1785.0,1940.0,4.0,124143,Manual,2015.0,2700.0,2179.0,Mahindra XUV500,15.1,jaipur,Black,Disc,SUV,Mahindra,Tubeless Radial,482000.0
5 Speed,3995.0,1695.0,2017,1501.0,917.0,4.0,65396,Manual,2017.0,2470.0,1199.0,Honda Amaze,19.5,jaipur,White,Drum,Sedan,Honda,Tubeless Radial,422000.0
5 Speed,3585.0,1595.0,2011,1550.0,930.0,4.0,45746,Manual,2011.0,2380.0,1197.0,Hyundai i10,20.36,jaipur,Silver,Drum,Hatchback,Hyundai,Tubeless Radial,206000.0
5 Speed,4490.0,1730.0,2017,1485.0,1030.0,4.0,90560,Manual,2017.0,2650.0,1373.0,Maruti Ciaz,20.73,jaipur,White,Drum,Sedan,Maruti,Tubeless Radial,630000.0
5 Speed,4545.0,1820.0,2015,1685.0,1600.0,4.0,48350,Automatic,2015.0,2620.0,2354.0,Honda CR-V,12.0,jaipur,Silver,Disc,SUV,Honda,Tubeless Radial,1390000.0
5 Speed,3990.0,1680.0,2017,1505.0,1050.0,4.0,66000,Manual,2018.0,2405.0,1498.0,Honda Amaze,25.8,jaipur,White,Drum,Sedan,Honda,Tubeless Radial,525000.0
5 Speed,3445.0,1515.0,2022,1475.0,762.0,3.0,1989,Manual,2022.0,2360.0,796.0,Maruti Alto 800,22.05,jaipur,Grey,Drum,Hatchback,Maruti,Tubeless,364000.0
5 Speed,3495.0,1550.0,2014,1500.0,880.0,3.0,110818,Manual,2014.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Polar White,Drum,Hatchback,Hyundai,Tubeless Radial,200000.0
6 Speed,4270.0,1780.0,2017,1665.0,1340.0,4.0,89000,Automatic,2017.0,2590.0,1582.0,Hyundai Creta,17.6,jaipur,Grey,Drum,SUV,Hyundai,Tubeless,975000.0
5 Speed,3700.0,1735.0,2018,1655.0,905.0,3.0,67225,Manual,2018.0,2385.0,1198.0,Mahindra KUV 100 NXT,18.15,jaipur,Silver,Drum,Hatchback,Mahindra,Tubeless Radial,250000.0
6 Speed,4598.0,1894.0,2020,1706.0,1745.0,4.0,96937,Manual,2020.0,2741.0,1956.0,Tata Harrier,17.0,jaipur,White,Drum,SUV,Tata,Tubeless,1300000.0
5 Speed,3760.0,1690.0,2010,1530.0,1075.0,4.0,160145,Manual,2011.0,2390.0,1248.0,Maruti Swift,17.8,jaipur,Metallic Azure Grey,Drum,Hatchback,Maruti,Tubeless Radial,200000.0
5 Speed,4386.0,1683.0,2015,1603.0,1211.4827735332276,4.0,85017,Manual,2015.0,2652.0,1497.0,Honda Mobilio,17.3,jaipur,Tafeta White,Drum,MUV,Honda,Tubeless Radial,450000.0
5 Speed,3585.0,1595.0,2009,1550.0,860.0,4.0,86719,Manual,2009.0,2380.0,1086.0,Hyundai i10,19.81,jaipur,Red,Drum,Hatchback,Hyundai,Tubeless,150000.0
5 Speed,4105.515681544029,1731.3379193820904,2006,1570.6731884057972,1211.4827735332276,4.0,85254,Manual,2006.0,2548.347369705846,1086.0,Hyundai Santro Xing,19.255853130413264,jaipur,White,Drum,Hatchback,Hyundai,Tubeless Radial,55000.0
5 Speed,4413.0,1703.0,2012,1550.0,1210.0,4.0,106311,Manual,2012.0,2520.0,1248.0,Tata Manza,19.0,jaipur,White,Drum,Sedan,Tata,Tubeless Radial,244000.0
5 Speed,3610.0,1680.0,2018,1500.0,930.0,4.0,66328,Manual,2018.0,2345.0,1198.0,Honda Brio,18.5,jaipur,White,Drum,Hatchback,Honda,Tubeless Radial,350000.0
5 Speed,4270.0,1690.0,1999,1395.0,980.0,4.0,132528,Manual,2016.612480461705,2500.0,1343.0,Honda City,13.0,jaipur,Green,Drum,Sedan,Honda,Tubeless Radial,100000.0
8 Speed,5067.0,2091.0,2019,1457.0,1681.0,4.0,62285,Automatic,2019.0,2960.0,1999.0,Jaguar XF,19.33,jaipur,Red,Disc,Sedan,Jaguar,Tubeless Radial,3100000.0
5 Speed,3940.0,1710.0,2011,1505.0,1120.0,4.0,183619,Manual,2011.0,2525.0,1396.0,Hyundai i20,21.9,jaipur,White,Disc,Hatchback,Hyundai,Tubeless Radial,179000.0
5 Speed,3995.0,1745.0,2019,1880.0,1470.0,4.0,27019,Manual,2019.0,2680.0,1493.0,Mahindra Bolero Power Plus,16.5,jaipur,Diamond White,Drum,SUV,Mahindra,Tubeless Radial,900000.0
5 Speed,3585.0,1595.0,2011,1550.0,930.0,4.0,46848,Manual,2011.0,2380.0,1197.0,Hyundai i10,20.36,jaipur,Grey,Drum,Hatchback,Hyundai,Tubeless Radial,190000.0
5 Speed,3991.0,1750.0,2021,1605.0,1012.0,3.0,16424,Manual,2022.0,2500.0,999.0,Renault Kiger,20.5,jaipur,Moonlight Silver,Drum,SUV,Renault,Tubeless Radial,547000.0
5 Speed,4490.0,1730.0,2015,1485.0,1010.0,4.0,89525,Manual,2016.0,2650.0,1373.0,Maruti Ciaz,20.73,jaipur,White,Drum,Sedan,Maruti,Tubeless Radial,510000.0
6 Speed,4300.0,1790.0,2020,1635.0,1320.0,4.0,39657,Automatic,2020.0,2610.0,1493.0,Hyundai Creta,18.5,jaipur,White,Disc,SUV,Hyundai,Tubeless Radial,1650000.0
6 Speed,4225.0,1760.0,2021,1612.0,1211.4827735332276,3.0,44516,Manual,2021.0,2651.0,999.0,Skoda Kushaq,19.2,jaipur,Red,Drum,SUV,Skoda,Tubeless Radial,1000000.0
5 Speed,3995.0,1695.0,2016,1555.0,1055.0,4.0,129267,Manual,2016.0,2430.0,1248.0,Maruti Swift Dzire,26.59,jaipur,White,Drum,Sedan,Maruti,Tubeless Radial,580000.0
5 Speed,3495.0,1550.0,2017,1500.0,910.0,3.0,77497,Manual,2017.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Polar White,Drum,Hatchback,Hyundai,Tubeless,250000.0
5 Speed,3840.0,1735.0,2015,1530.0,1211.4827735332276,4.0,74953,Manual,2015.0,2450.0,1248.0,Maruti Swift,25.2,jaipur,White,Drum,Hatchback,Maruti,Tubeless,310000.0
5 Speed,4490.0,1730.0,2016,1485.0,1115.0,4.0,153007,Manual,2016.0,2650.0,1248.0,Maruti Ciaz,28.09,jaipur,Brown,Drum,Sedan,Maruti,Tubeless Radial,400000.0
5 Speed,3495.0,1475.0,2008,1460.0,705.0,3.0,75415,Manual,2008.0,2360.0,796.0,Maruti Alto,19.7,jaipur,Red,Drum,Hatchback,Maruti,Tubeless Radial,94723.0
5 Speed,4395.0,1735.0,2022,1690.0,1211.4827735332276,4.0,32516,Manual,2022.0,2740.0,1462.0,Maruti Ertiga,20.51,jaipur,Grey,Drum,MUV,Maruti,Tubeless Radial,602000.0
5 Speed,4105.515681544029,1731.3379193820904,2005,1570.6731884057972,1211.4827735332276,4.0,110833,Manual,2005.0,2548.347369705846,1086.0,Hyundai Santro Xing,19.255853130413264,jaipur,White,Drum,Hatchback,Hyundai,Tubeless Radial,70000.0
5 Speed,3995.0,1790.0,2022,1642.0,1192.0,4.0,49972,Manual,2022.0,2500.0,1197.0,Kia Sonet,18.4,jaipur,Aurora Black Pearl,Drum,SUV,Kia,Tubeless Radial,900000.0
5 Speed,3495.0,1475.0,2006,1460.0,705.0,3.0,174077,Manual,2006.0,2360.0,796.0,Maruti Alto,19.7,jaipur,Silver,Drum,Hatchback,Maruti,Tubeless Radial,54000.0
5 Speed,3495.0,1475.0,2011,1460.0,705.0,3.0,72434,Manual,2011.0,2360.0,796.0,Maruti Alto,19.7,jaipur,Fire Brick Red,Drum,Hatchback,Maruti,Tubeless Radial,110000.0
5 Speed,3995.0,1695.0,2015,1525.0,1211.4827735332276,4.0,34185,Manual,2015.0,2491.0,1196.0,Ford Aspire,18.16,jaipur,Red,Drum,Sedan,Ford,Tubeless,300000.0
5 Speed,3994.0,1758.0,2021,1572.0,939.0,3.0,29336,Manual,2021.0,2500.0,999.0,Nissan Magnite,18.75,jaipur,White,Drum,SUV,Nissan,Tubeless Radial,417000.0
5 Speed,3765.0,1660.0,2015,1520.0,935.0,4.0,71501,Manual,2015.0,2425.0,1197.0,Hyundai Grand i10,18.9,jaipur,StarDust,Drum,Hatchback,Hyundai,Tubeless,325000.0
6 Speed,4315.0,1800.0,2019,1645.0,1515.0,4.0,68279,Manual,2019.0,2610.0,1353.0,Kia Seltos,16.5,jaipur,Glacier White Pearl,Disc,SUV,Kia,Tubeless Radial,1200000.0
5 Speed,3995.0,1695.0,2012,1555.0,1050.0,4.0,99761,Manual,2012.0,2430.0,1248.0,Maruti Swift Dzire,23.4,jaipur,White,Drum,Sedan,Maruti,Tubeless Radial,211000.0
7 Speed,4315.0,1800.0,2021,1645.0,1535.0,4.0,46865,Automatic,2021.0,2610.0,1353.0,Kia Seltos,16.5,jaipur,Glacier White Pearl,Disc,SUV,Kia,Tubeless Radial,1450000.0
5 Speed,3765.0,1660.0,2014,1520.0,1025.0,3.0,158924,Manual,2014.0,2425.0,1120.0,Hyundai Grand i10,24.0,jaipur,StarDust,Drum,Hatchback,Hyundai,Tubeless,270000.0
6 Speed,3995.0,1710.0,2014,1505.0,1140.0,4.0,94905,Manual,2014.0,2525.0,1396.0,Hyundai i20,21.9,jaipur,White,Disc,Hatchback,Hyundai,Tubeless Radial,300000.0
6 Speed,4440.0,1695.0,2014,1495.0,1150.0,4.0,80607,Manual,2014.0,2600.0,1498.0,Honda City,26.0,jaipur,Urban Titanium Metallic,Drum,Sedan,Honda,Tubeless Radial,442000.0
5 Speed,3840.0,1735.0,2020,1530.0,1211.4827735332276,4.0,33055,Automatic,2021.0,2450.0,1197.0,Maruti Swift,21.21,jaipur,Pearl Arctic White,Drum,Hatchback,Maruti,Tubeless,508000.0
6 Speed,4585.0,1890.0,2012,1785.0,1635.0,4.0,91873,Manual,2012.0,2700.0,2179.0,Mahindra XUV500,15.1,jaipur,White,Disc,SUV,Mahindra,Tubeless Radial,400000.0
5 Speed,4540.0,1725.0,2007,1445.0,1230.0,4.0,72117,Manual,2008.0,2600.0,1598.0,Chevrolet Optra,12.9,jaipur,Cashmere,Drum,Sedan,Chevrolet,Tubeless Radial,62000.0
6 Speed,4585.0,1890.0,2012,1785.0,1940.0,4.0,160351,Manual,2012.0,2700.0,2179.0,Mahindra XUV500,15.1,jaipur,White,Disc,SUV,Mahindra,Tubeless Radial,415000.00000000006
5 Speed,3995.0,1790.0,2018,1640.0,1200.0,4.0,68280,Manual,2018.0,2500.0,1248.0,Maruti Vitara Brezza,24.3,jaipur,Pearl Arctic White,Drum,SUV,Maruti,Tubeless Radial,755000.0
5 Speed,3545.0,1515.0,2018,1475.0,779.0,3.0,47008,Manual,2018.0,2360.0,998.0,Maruti Alto K10,23.95,jaipur,White,Drum,Hatchback,Maruti,Tubeless Radial,340000.0
6 Speed,4440.0,1729.0,2018,1475.0,1275.0,4.0,104782,Manual,2018.0,2600.0,1582.0,Hyundai Verna,22.0,jaipur,Polar White,Drum,Sedan,Hyundai,Tubeless,900000.0
4 Speed,4296.0,1695.0,2017,1685.0,1185.0,4.0,107598,Automatic,2017.0,2740.0,1373.0,Maruti Ertiga,17.03,jaipur,Superior white,Drum,MUV,Maruti,Tubeless Radial,381000.0
6 Speed,4270.0,1780.0,2019,1665.0,1200.0,4.0,90150,Manual,2019.0,2590.0,1396.0,Hyundai Creta,22.1,jaipur,Polar White,Drum,SUV,Hyundai,Tubeless,950000.0
5 Speed,4490.0,1730.0,2016,1485.0,1115.0,4.0,77074,Manual,2016.0,2650.0,1248.0,Maruti Ciaz,28.09,jaipur,Pearl Snow White,Drum,Sedan,Maruti,Tubeless Radial,500000.0
5 Speed,3995.0,1695.0,2021,1570.6731884057972,1211.4827735332276,4.0,32293,Automatic,2021.0,2470.0,1199.0,Honda Amaze,18.3,jaipur,PLATINUM WHITE PEARL,Drum,Sedan,Honda,Tubeless Radial,731000.0
7 Speed,4395.0,1818.0,2018,1640.0,1211.4827735332276,4.0,69510,Automatic,2018.0,2636.0,1368.0,Jeep Compass,16.0,jaipur,Black,Disc,SUV,Jeep,Tubeless Radial,1200000.0
6 Speed,4395.0,1818.0,2018,1640.0,1211.4827735332276,4.0,131511,Manual,2018.0,2636.0,1956.0,Jeep Compass,17.1,jaipur,Minimal Grey,Disc,SUV,Jeep,Tubeless Radial,1000000.0
5 Speed,3850.0,1695.0,2012,1530.0,1060.0,4.0,145716,Manual,2012.0,2430.0,1248.0,Maruti Swift,22.9,jaipur,White,Drum,Hatchback,Maruti,Tubeless Radial,300000.0
5 Speed,4490.0,1730.0,2017,1485.0,1030.0,4.0,38943,Manual,2017.0,2650.0,1373.0,Maruti Ciaz,20.73,jaipur,Metallic Glistening Grey,Drum,Sedan,Maruti,Tubeless Radial,607000.0
5 Speed,3535.0,1495.0,2005,1405.0,765.0,4.0,96598,Manual,2005.0,2335.0,993.0,Maruti Zen,17.3,jaipur,Silver,Drum,Hatchback,Maruti,Tubeless Radial,69000.0
6 Speed,4300.0,1790.0,2021,1635.0,1490.0,4.0,28807,Automatic,2021.0,2610.0,1497.0,Hyundai Creta,19.255853130413264,jaipur,Phantom Black,Disc,SUV,Hyundai,Tubeless Radial,1600000.0
8 Speed,4841.0,1846.0,2012,1468.0,1705.0,4.0,107000,Automatic,2012.0,2888.0,1995.0,BMW 5 Series,16.73,jaipur,White,Disc,Sedan,BMW,Tubeless Radial,1275000.0
9 Speed,4355.0,2090.0,2016,1635.0,1851.0,4.0,79331,Automatic,2017.0,2660.0,2179.0,Land Rover Range Rover Evoque,12.7,jaipur,White,Disc,SUV,Land Rover,Tubeless Radial,3675000.0
6 Speed,3995.0,1790.0,2020,1642.0,1190.0,4.0,49503,Manual,2020.0,2500.0,1493.0,Kia Sonet,19.255853130413264,jaipur,Grey,Drum,SUV,Kia,Tubeless Radial,995000.0
5 Speed,4585.0,1760.0,2014,1760.0,1660.0,4.0,137029,Manual,2014.0,2750.0,2494.0,Toyota Innova,12.99,jaipur,Silver,Drum,MUV,Toyota,Tubeless Radial,1350000.0
7 Speed,4395.0,1818.0,2018,1640.0,1211.4827735332276,4.0,34576,Automatic,2018.0,2636.0,1368.0,Jeep Compass,16.0,jaipur,Black,Disc,SUV,Jeep,Tubeless Radial,1490000.0
5 Speed,3995.0,1835.0,2016,1826.0,1755.0,3.0,40220,Manual,2016.0,2680.0,1493.0,Mahindra TUV 300,18.49,jaipur,Red,Drum,SUV,Mahindra,Tubeless Radial,750000.0
5 Speed,3995.0,1745.0,2018,1510.0,1211.4827735332276,4.0,83083,Manual,2018.0,2520.0,1248.0,Maruti Baleno,27.39,jaipur,Blue,Drum,Hatchback,Maruti,Tubeless Radial,675000.0
5 Speed,4695.0,1840.0,2010,1850.0,1955.0,4.0,139208,Manual,2010.0,2750.0,2982.0,Toyota Fortuner,11.5,jaipur,White,Drum,SUV,Toyota,Tubeless Radial,1050000.0
5 Speed,3530.0,1490.0,2023,1520.0,750.0,3.0,40000,Manual,2023.0,2380.0,998.0,Maruti Alto K10,24.39,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,276000.0
5 Speed,3599.0,1495.0,2016,1700.0,885.0,3.0,50000,Manual,2016.0,2400.0,998.0,Maruti Wagon R,20.51,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,182000.0
5 Speed,4095.0,1575.0,2005,1395.0,875.0,4.0,60000,Manual,2005.0,2365.0,1298.0,Maruti Esteem,15.9,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,50000.0
5 Speed,3991.0,1739.0,2023,1643.0,947.0,3.0,50000,Manual,2023.0,2548.347369705846,999.0,Renault Triber,20.0,jaipur,Others,Drum,MUV,Renault,Tubeless Radial,600000.0
5 Speed,3495.0,1550.0,2011,1500.0,880.0,3.0,100000,Manual,2011.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,130000.0
5 Speed,3495.0,1550.0,2012,1500.0,880.0,3.0,120000,Manual,2012.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,130000.0
5 Speed,3795.0,1680.0,2011,1427.0,1040.0,4.0,70000,Manual,2011.0,2489.0,1196.0,Ford Figo,15.6,jaipur,Others,Drum,Hatchback,Ford,Tubeless Radial,110000.0
5 Speed,4105.515681544029,1731.3379193820904,2008,1570.6731884057972,1211.4827735332276,3.0,50000,Manual,2008.0,2548.347369705846,998.0,Maruti Zen Estilo,18.2,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,55000.0
5 Speed,3495.0,1550.0,2011,1500.0,880.0,3.0,120000,Manual,2011.0,2380.0,814.0,Hyundai EON,21.1,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,130000.0
5 Speed,3994.0,1758.0,2022,1572.0,939.0,3.0,20000,Manual,2022.0,2500.0,999.0,Nissan Magnite,18.75,jaipur,Others,Drum,SUV,Nissan,Tubeless Radial,650000.0
5 Speed,3679.0,1579.0,2016,1478.0,710.0,3.0,40000,Manual,2016.0,2422.0,799.0,Renault KWID,25.17,jaipur,Others,Drum,Hatchback,Renault,Tubeless Radial,250000.0
5 Speed,3500.0,1600.0,2010,1490.0,1211.4827735332276,3.0,100000,Manual,2010.0,2360.0,998.0,Maruti A-Star,19.0,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,110000.0
5 Speed,3994.0,1758.0,2021,1572.0,1014.0,3.0,10000,Manual,2021.0,2500.0,999.0,Nissan Magnite,20.0,jaipur,Others,Drum,SUV,Nissan,Tubeless Radial,730000.0
5 Speed,3495.0,1475.0,2012,1460.0,705.0,3.0,60000,Manual,2012.0,2360.0,796.0,Maruti Alto,26.83,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,130000.0
5 Speed,3445.0,1515.0,2021,1475.0,755.0,3.0,20000,Manual,2021.0,2360.0,796.0,Maruti Alto 800,22.05,jaipur,Others,Drum,Hatchback,Maruti,Tubeless,330000.0
5 Speed,3995.0,1735.0,2020,1515.0,1211.4827735332276,4.0,30000,Manual,2020.0,2450.0,1197.0,Maruti Swift Dzire,21.21,jaipur,Others,Drum,Sedan,Maruti,Tubeless Radial,600000.0
5 Speed,3991.0,1739.0,2020,1643.0,947.0,3.0,70000,Manual,2020.0,2548.347369705846,999.0,Renault Triber,20.0,jaipur,Others,Drum,MUV,Renault,Tubeless Radial,600000.0
5 Speed,3520.0,1475.0,2009,1660.0,825.0,4.0,50000,Manual,2009.0,2360.0,1061.0,Maruti Wagon R,17.3,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,100000.0
5 Speed,3850.0,1695.0,2013,1530.0,970.0,4.0,70000,Manual,2013.0,2430.0,1197.0,Maruti Swift,18.6,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,335000.0
5 Speed,3995.0,1795.0,2023,1817.0,1505.0,3.0,30000,Manual,2023.0,2680.0,1493.0,Mahindra Bolero Neo,17.29,jaipur,Others,Drum,SUV,Mahindra,Tubeless Radial,1100000.0
6 Speed,3999.0,1765.0,2014,1708.0,1290.0,4.0,50000,Automatic,2014.0,2520.0,1499.0,Ford Ecosport,16.5,jaipur,Others,Drum,SUV,Ford,Tubeless Radial,400000.0
5 Speed,3940.0,1710.0,2011,1505.0,1120.0,4.0,30000,Manual,2011.0,2525.0,1197.0,Hyundai i20,17.0,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,300000.0
5 Speed,3565.0,1525.0,2011,1590.0,825.0,3.0,20000,Manual,2011.0,2380.0,1086.0,Hyundai Santro Xing,17.92,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,180000.0
6 Speed,3995.0,1821.0,2022,1627.0,1375.0,4.0,20000,Manual,2022.0,2600.0,1497.0,Mahindra XUV300,20.0,jaipur,Others,Disc,SUV,Mahindra,Tubeless Radial,1100000.0
6 Speed,4655.0,1835.0,2019,1760.0,1775.0,4.0,50000,Manual,2019.0,2750.0,1451.0,MG Hector,15.81,jaipur,Others,Disc,SUV,MG,Radial,900000.0
5 Speed,3940.0,1710.0,2012,1505.0,1020.0,4.0,90000,Manual,2012.0,2525.0,1197.0,Hyundai i20,17.0,jaipur,Others,Drum,Hatchback,Hyundai,Tubeless Radial,230000.0
5 Speed,3795.0,1680.0,2011,1427.0,1130.0,4.0,60000,Manual,2011.0,2489.0,1399.0,Ford Figo,20.0,jaipur,Others,Drum,Hatchback,Ford,Tubeless Radial,150000.0
5 Speed,3695.0,1600.0,2018,1560.0,850.0,3.0,100000,Automatic,2018.0,2425.0,998.0,Maruti Celerio,23.1,jaipur,Others,Drum,Hatchback,Maruti,Tubeless Radial,400000.0
6 Speed,3981.0,1733.0,2022,1586.0,1048.0,3.0,10000,Manual,2022.0,2540.0,1199.0,Citroen C3,19.3,jaipur,Others,Drum,Hatchback,Citroen,Tubeless Radial,700000.0
